ml_egap_type,ml_egap,ml_energy_per_atom,ml_ael_bulk_modulus_vrh,ml_ael_shear_modulus_vrh,ml_agl_debye,ml_agl_heat_capacity_Cp_300K,ml_agl_heat_capacity_Cp_300K_per_atom,ml_agl_heat_capacity_Cv_300K,ml_agl_heat_capacity_Cv_300K_per_atom,ml_agl_thermal_conductivity_300K,ml_agl_thermal_expansion_300K,full_formula,material_id
Insulator,5.473,-7.764,111.739,59.917,754.177,109.198,2.114,101.127,2.171,2.625,5.918e-05,Si16O32,mp-559347
Insulator,5.369,-7.783,46.627,25.168,663.492,133.159,2.338,125.053,2.354,2.586,5.918e-05,Si24O48,mp-559360
Insulator,3.448,-6.794,121.473,49.88,702.802,30.735,2.386,29.069,2.36,2.715,6.563e-05,Zn2C4O8,mp-559437
Metal,0.0,-6.575,162.146,86.297,480.328,68.469,2.732,67.675,2.657,2.708,5.175e-05,Ba2Ru7O18,mp-559442
Insulator,5.099,-7.711,57.762,30.962,682.066,44.692,2.412,41.96,2.374,2.736,5.925e-05,Si6O12,mp-559550
Insulator,5.929,-7.605,74.536,35.241,691.595,44.682,2.401,41.726,2.357,2.803,5.925e-05,Si6O12,mp-559605
Insulator,0.708,-4.263,55.402,26.411,254.08,12.329,2.998,11.786,2.884,2.572,6.069e-05,Sn2S2,mp-559676
Insulator,5.458,-7.758,38.386,16.188,608.316,84.352,2.462,82.445,2.452,2.621,5.918e-05,Si12O24,mp-559740
Insulator,2.628,-7.185,45.215,22.417,436.156,110.683,2.62,107.066,2.611,2.849,5.621e-05,Fe4Te4W2C20O20,mp-559754
Insulator,3.087,-8.267,152.856,80.039,567.224,54.88,2.539,51.941,2.525,2.746,6.026e-05,Zr2Mo4O16,mp-559825
Insulator,5.47,-7.69,32.883,14.065,600.089,152.549,2.407,145.637,2.448,2.536,5.918e-05,Si48O96,mp-559829
Insulator,4.788,-7.785,98.607,42.446,694.585,53.734,2.345,49.598,2.326,2.679,5.923e-05,Si8O16,mp-559860
Insulator,5.432,-7.788,108.491,59.621,757.129,80.322,2.168,80.788,2.202,2.653,5.918e-05,Si12O24,mp-559872
Insulator,5.343,-7.701,50.004,24.329,664.896,46.41,2.419,41.904,2.398,2.669,5.925e-05,Si6O12,mp-559928
Insulator,2.717,-6.976,126.603,85.131,564.39,41.41,2.611,41.949,2.472,2.71,6.027e-05,Sr4Ti4Ge4O20,mp-559957
Insulator,5.886,-7.987,30.751,18.481,612.77,137.068,2.324,126.024,2.411,2.56,5.918e-05,Si24O48,mp-559962
Insulator,1.859,-8.042,156.517,90.138,684.587,74.28,2.396,73.282,2.339,2.664,6.008e-05,Ti12O22,mp-559964
Metal,0.0,-1.773,12.277,5.862,104.404,6.685,3.118,6.159,2.977,3.481,5.261e-05,Ba2,mp-56
Insulator,5.903,-7.924,35.686,21.163,633.18,145.866,2.352,133.625,2.389,2.594,5.918e-05,Si32O64,mp-560064
Insulator,2.953,-5.969,50.8,33.384,412.759,137.818,2.761,134.157,2.725,2.591,6.022e-05,Ca12Te12O36,mp-560097
Insulator,5.421,-7.732,108.862,59.461,736.166,109.59,2.156,101.452,2.233,2.57,5.918e-05,Si16O32,mp-560152
Insulator,5.029,-7.863,42.304,24.728,672.163,113.692,2.327,103.481,2.343,2.606,5.918e-05,Si18O36,mp-560155
Insulator,4.606,-7.751,132.721,65.182,773.869,83.178,2.137,82.042,2.176,2.67,5.918e-05,Si12O24,mp-560203
Insulator,4.429,-6.889,144.729,79.801,800.368,60.859,2.165,58.494,2.188,2.741,6.062e-05,Mg8Si4O16,mp-560321
Insulator,5.697,-7.731,43.814,23.06,653.662,145.446,2.399,134.08,2.377,2.567,5.918e-05,Si32O64,mp-560336
Insulator,4.771,-7.993,122.326,71.953,665.368,93.924,2.395,91.197,2.402,2.86,5.998e-05,Ca4Zr2Si8O24,mp-560339
Insulator,1.798,-4.473,30.41,14.405,226.757,88.941,3.034,80.826,2.924,2.093,5.227e-05,Ge4Pb8S16,mp-560370
Insulator,0.302,-5.9,164.863,84.435,473.292,63.794,2.741,63.329,2.669,2.53,5.999e-05,Sn8O16,mp-560417
Insulator,5.446,-7.779,50.143,25.896,675.294,54.826,2.4,50.389,2.374,2.618,5.923e-05,Si8O16,mp-560527
Insulator,2.902,-8.217,138.945,66.963,416.842,32.474,2.742,31.641,2.716,2.724,5.206e-05,Ba2W2O8,mp-560531
Insulator,1.248,-4.862,0.944,-2.567,566.599,51.272,2.632,44.783,2.587,2.747,5.79e-05,O24,mp-560602
Insulator,3.446,-6.587,103.609,65.097,575.459,68.922,2.635,65.816,2.539,2.85,6.044e-05,Ca8Ge4O16,mp-560647
Insulator,3.562,-5.655,111.395,51.05,567.306,57.912,2.575,56.809,2.53,2.542,5.995e-05,Mg4Se4O16,mp-560670
Insulator,5.419,-7.857,45.813,26.657,679.463,139.844,2.314,130.703,2.33,2.613,5.918e-05,Si28O56,mp-560708
Insulator,2.754,-7.824,139.128,89.522,588.597,155.267,2.447,146.209,2.451,2.638,5.172e-05,Ba8Ti36O80,mp-560731
Insulator,1.323,-7.641,118.88,63.382,754.569,109.153,2.124,101.211,2.173,2.559,5.918e-05,Si16O32,mp-560754
Insulator,2.144,-6.197,152.862,77.108,483.441,78.662,2.694,78.494,2.619,2.717,5.995e-05,Ni6Mo4Se2O22,mp-560757
Insulator,5.546,-7.777,56.799,28.945,673.838,136.826,2.325,126.453,2.333,2.564,5.918e-05,Si24O48,mp-560809
Insulator,4.836,-7.708,61.194,28.776,686.458,85.308,2.386,82.761,2.356,2.542,5.918e-05,Si12O24,mp-560826
Insulator,5.012,-7.764,49.949,25.35,676.094,84.179,2.39,82.699,2.362,2.595,5.918e-05,Si12O24,mp-560836
Insulator,1.527,-7.031,23.97,21.967,572.035,58.646,2.474,54.226,2.342,2.536,8.182e-05,C16Se4O8,mp-560839
Insulator,3.869,-7.385,171.412,125.964,827.003,25.519,2.086,24.721,2.081,3.093,6.127e-05,Ca4Si4O12,mp-560885
Insulator,4.115,-7.648,148.13,100.104,693.834,75.836,2.334,73.681,2.346,2.931,6.087e-05,Sr4Si8O20,mp-560886
Insulator,5.775,-7.786,45.628,23.852,651.684,146.093,2.336,134.016,2.366,2.557,5.918e-05,Si32O64,mp-560920
Insulator,5.265,-7.856,37.464,23.031,661.721,144.568,2.336,133.635,2.366,2.679,5.918e-05,Si32O64,mp-560941
Insulator,5.15,-7.735,94.549,35.17,685.85,56.906,2.424,50.819,2.352,2.728,5.923e-05,Si8O16,mp-560954
Insulator,5.131,-7.795,44.591,26.911,688.291,116.569,2.332,104.739,2.326,2.725,5.918e-05,Si18O36,mp-560973
Insulator,5.688,-7.768,51.619,24.686,661.84,117.847,2.342,105.767,2.345,2.594,5.918e-05,Si18O36,mp-560998
Insulator,2.35,-5.665,103.175,56.422,453.186,114.223,2.782,107.206,2.717,2.741,5.982e-05,Fe2Te12O26,mp-561036
Insulator,4.415,-7.468,105.434,71.548,695.415,131.254,2.285,126.411,2.315,2.95,6.014e-05,Ca12Si12O36,mp-561086
Insulator,5.834,-8.125,41.132,25.377,665.46,146.737,2.25,133.891,2.325,2.582,5.918e-05,Si34O68,mp-561090
Insulator,0.854,-7.155,131.101,81.194,446.192,77.387,2.74,78.217,2.709,2.699,5.182e-05,Ba6Zr2Ru4O18,mp-561170
Insulator,2.815,-5.297,110.237,32.365,396.478,33.128,2.845,32.243,2.766,2.59,5.993e-05,Te4O8,mp-561224
Insulator,5.235,-7.78,103.684,57.815,735.316,54.56,2.237,50.308,2.291,2.651,5.923e-05,Si8O16,mp-561291
Insulator,4.153,-7.789,107.136,61.514,748.17,152.715,2.096,145.57,2.177,2.628,5.918e-05,Si48O96,mp-561301
Insulator,5.051,-7.907,50.27,27.858,693.2,135.302,2.307,125.847,2.315,2.667,5.918e-05,Si24O48,mp-561351
Insulator,4.967,-5.882,34.125,22.877,586.816,37.547,2.507,35.876,2.472,2.905,6.804e-05,S4O12,mp-561397
Metal,0.0,-9.199,122.294,51.638,335.507,48.577,2.813,47.112,2.817,2.926,5.958e-05,Zr12O4,mp-561418
Insulator,3.327,-7.732,45.609,23.626,668.753,83.4,2.404,82.267,2.382,2.752,5.918e-05,Si12O24,mp-561488
Insulator,1.806,-4.829,81.966,26.638,379.736,33.096,2.859,30.87,2.755,2.849,5.994e-05,Pd2Se2O8,mp-561490
Insulator,2.415,-4.108,0.216,2.818,388.102,84.625,2.815,76.631,2.786,2.761,6.953e-05,S28,mp-561513
Insulator,4.392,-7.286,106.514,72.399,575.835,102.221,2.59,101.042,2.531,2.751,6.025e-05,Sr8Si8O24,mp-561547
Metal,0.0,-5.682,63.046,23.016,227.946,15.075,3.098,14.504,2.906,3.032,5.207e-05,Ba1Pb1O3,mp-561598
Insulator,3.902,-7.78,10.728,16.542,751.42,79.62,2.179,76.262,2.057,2.411,8.281e-05,C24O16,mp-561848
Metal,0.0,-6.544,165.358,87.532,465.899,144.83,2.665,135.262,2.645,2.617,5.172e-05,Ba4Ru24O48,mp-561944
Insulator,4.184,-6.541,144.722,65.322,599.457,52.415,2.604,49.352,2.528,2.73,5.994e-05,Zn4Si4O12,mp-562182
Insulator,5.104,-6.386,98.998,57.769,641.286,61.539,2.432,57.652,2.366,2.672,6.043e-05,Ca4S4O16,mp-562260
Insulator,5.095,-7.766,60.362,30.073,679.859,27.388,2.427,26.242,2.376,2.974,5.928e-05,Si4O8,mp-562490
Insulator,4.709,-7.29,114.676,62.577,714.192,50.679,2.356,46.661,2.346,2.856,6.017e-05,Ca2Mg2Si4O12,mp-562517
Insulator,1.877,-7.526,155.449,79.187,574.291,21.756,2.545,22.276,2.491,2.857,6.01e-05,Mo2O6,mp-562561
Metal,0.0,-5.883,166.326,84.294,468.348,32.748,2.743,31.502,2.67,2.655,6.002e-05,Sn4O8,mp-562610
Metal,0.0,-3.918,17.882,14.115,157.931,137.117,3.042,130.396,2.961,2.698,5.155e-05,Ba42Si4O10,mp-563032
Insulator,2.278,-5.161,109.326,55.824,408.594,41.583,2.847,40.861,2.748,2.867,6.096e-05,Sr4Zn4O8,mp-5637
Insulator,4.41,-6.81,160.47,105.884,844.612,29.357,2.085,28.815,2.065,2.738,6.102e-05,Mg4Si2O8,mp-5639
Metal,0.0,-3.22,80.589,22.701,170.147,12.471,3.064,11.828,2.947,2.837,6.032e-05,Te2Pd2,mp-564
Insulator,2.238,-8.008,173.921,98.949,716.395,104.87,2.27,103.71,2.248,2.776,6.084e-05,Ti16O30,mp-565700
Insulator,2.49,-6.79,75.45,54.005,629.859,145.732,2.375,135.74,2.376,2.7,5.978e-05,Mo12S12O72,mp-565836
Metal,0.0,-7.083,169.497,119.557,687.086,27.438,2.308,26.922,2.297,3.18,6.593e-05,Ti6Si2C4,mp-5659
Insulator,0.177,-3.152,36.43,6.923,123.958,10.199,3.073,9.295,2.951,3.141,5.444e-05,Te3,mp-567313
Metal,0.0,-10.052,356.099,162.528,396.125,22.796,2.705,22.729,2.721,2.693,5.724e-05,W6C3,mp-567397
Metal,0.0,-4.142,51.776,30.708,314.906,8.638,2.982,8.168,2.865,3.546,6.234e-05,Ca1Ge2,mp-567456
Metal,0.0,-1.641,15.848,16.72,268.226,169.283,3.023,151.484,2.833,3.061,6.179e-05,Sr18Mg72,mp-567526
Metal,0.0,-8.16,99.608,42.009,202.156,41.931,2.994,40.952,2.936,2.81,5.172e-05,Hf8Te4,mp-567584
Metal,0.0,-4.727,217.293,63.223,250.31,158.033,2.936,143.795,2.881,2.439,4.694e-05,Si20Pt48,mp-567618
Metal,0.0,-0.836,55.853,30.755,287.376,17.12,3.161,16.047,2.886,3.152,6.193e-05,Mg2Zn4,mp-567626
Metal,0.0,-3.395,162.988,56.641,367.514,42.439,2.839,42.906,2.771,3.068,6.189e-05,Ti6Ni8,mp-567653
Metal,0.0,-4.079,91.179,32.14,288.235,16.047,2.977,15.18,2.884,3.005,6.047e-05,Ca1Si2Pd2,mp-567769
Metal,0.0,-1.499,13.615,6.915,134.304,12.573,3.063,12.28,2.959,3.517,6.249e-05,Sr4,mp-567826
Metal,0.0,-4.848,83.534,36.943,261.64,11.975,2.961,11.673,2.868,3.182,6.053e-05,Ti2Te2,mp-567832
Metal,0.0,-4.732,126.088,62.827,357.917,16.745,2.826,16.244,2.75,3.183,6.248e-05,Ti2Ge4,mp-567889
Metal,0.0,-1.266,64.547,26.26,272.504,6.193,3.076,5.829,2.892,3.234,6.171e-05,Zn1Ni1,mp-567903
Metal,0.0,-8.526,309.507,167.226,584.713,19.505,2.481,19.284,2.434,2.634,7.349e-05,Mo4C4,mp-567925
Metal,0.0,-3.589,65.218,21.422,173.874,77.907,3.076,72.877,2.958,2.391,5.974e-05,Sn8Te8Pd8,mp-567945
Insulator,1.544,-8.969,175.596,154.456,1477.708,151.9,1.171,138.283,1.171,2.335,8.387e-05,C120,mp-568028
Metal,0.0,-9.769,154.779,51.117,223.22,145.425,2.948,132.263,2.908,2.446,5.362e-05,Hf54Os17,mp-568048
Metal,0.0,-8.234,119.077,70.582,409.354,46.617,2.792,43.4,2.73,3.185,6.004e-05,Zr10Si6,mp-568115
Metal,0.0,-5.064,135.115,62.815,388.603,46.764,2.786,43.826,2.731,3.232,6.228e-05,Ti10Ge6,mp-568151
Metal,0.0,-4.405,107.859,41.718,289.178,70.328,2.947,66.565,2.873,2.831,6.223e-05,Ti12Sn10,mp-568232
Insulator,1.84,-4.305,31.769,8.798,247.472,17.128,3.004,16.395,2.857,2.693,5.479e-05,Si2Se4,mp-568264
Metal,0.0,-8.827,130.04,146.361,1468.256,3.35,1.243,3.588,1.17,4.262,8.423e-05,C4,mp-568286
Metal,0.0,-3.903,72.528,36.922,504.402,31.283,2.669,29.934,2.622,2.849,6.104e-05,Mg5Si6,mp-568306
Metal,0.0,-8.892,133.292,125.15,1480.898,5.281,1.172,5.325,1.122,3.111,8.429e-05,C4,mp-568363
Metal,0.0,-4.145,86.374,28.414,246.433,15.826,3.016,15.371,2.917,2.982,6.047e-05,Sr1Si2Pd2,mp-568402
Metal,0.0,-8.674,304.116,236.495,1635.298,7.816,0.99,7.973,0.975,2.927,8.583e-05,C8,mp-568410
Metal,0.0,-5.153,95.05,40.411,263.336,8.645,2.941,8.557,2.882,3.105,6.231e-05,Zr1Ni1Sn1,mp-568470
Metal,0.0,-6.062,50.576,27.838,284.519,163.674,2.87,152.838,2.83,2.536,5.491e-05,Mo30Se38,mp-568488
Metal,0.0,-1.711,20.091,13.889,251.212,86.592,3.075,82.621,2.912,3.335,5.328e-05,Ba6Mg23,mp-568512
Insulator,1.202,-4.4,33.346,19.626,189.459,160.468,3.051,151.467,2.916,2.389,5.51e-05,Sr16Sn8Se40,mp-568525
Metal,0.0,-3.066,120.116,27.198,205.896,168.756,3.04,157.172,2.927,2.406,5.978e-05,Pd68Se22,mp-568593
Metal,0.0,-5.359,169.936,71.294,456.264,66.553,2.732,68.805,2.702,2.657,7e-05,Ti8Cr16,mp-568636
Metal,0.0,-3.199,16.955,14.966,218.876,172.772,3.028,159.098,2.933,2.765,6.233e-05,Ca72Sn46,mp-568774
Metal,0.0,-5.475,100.196,53.6,321.166,11.775,2.927,11.416,2.83,2.903,6.04e-05,Ti2Se2,mp-568789
Metal,0.0,-6.649,82.859,39.304,227.308,26.354,2.968,24.555,2.897,2.9,6.035e-05,Zr4Te4,mp-568865
Insulator,1.174,-4.084,35.783,18.95,191.341,12.155,3.05,11.565,2.935,3.228,6.035e-05,Ca2Te2,mp-569170
Metal,0.0,-5.847,247.831,103.193,466.229,74.927,2.7,74.791,2.649,2.972,6.026e-05,Ni12Mo12C4,mp-569179
Metal,0.0,-6.242,173.522,85.854,501.145,14.407,2.644,13.878,2.644,3.362,6.029e-05,Zr1Fe2Si2,mp-569247
Metal,0.0,-2.719,61.842,30.158,279.377,21.204,3.014,20.974,2.864,3.26,5.337e-05,Mg6Pt2,mp-569265
Insulator,0.727,-10.342,65.306,37.28,1097.72,6.436,1.615,6.061,1.501,2.954,8.304e-05,C4,mp-569304
Insulator,1.918,-10.378,90.17,69.193,1158.126,13.184,1.445,12.523,1.438,2.818,8.304e-05,C8,mp-569416
Metal,0.0,-0.892,39.664,21.198,232.688,18.609,3.154,17.479,2.927,3.281,6.175e-05,Sr2Zn4,mp-569426
Metal,0.0,-2.803,84.505,31.713,189.384,13.421,3.071,12.348,2.939,2.832,5.218e-05,Ni2Pb2,mp-569446
Metal,0.0,-3.026,113.599,26.341,211.974,36.739,3.026,35.057,2.926,2.789,5.983e-05,Ni4Te4Pd4,mp-569511
Insulator,4.133,-10.196,392.29,490.384,2045.256,12.589,0.623,11.289,0.615,2.881,8.583e-05,C10,mp-569517
Metal,0.0,-6.643,87.09,44.239,244.866,11.818,2.953,11.49,2.88,3.062,6.038e-05,Zr2Te2,mp-569544
Insulator,4.041,-10.036,391.761,493.441,2015.802,14.765,0.632,13.875,0.607,2.857,8.583e-05,C14,mp-569567
Metal,0.0,-6.149,210.961,96.156,463.849,36.492,2.77,36.956,2.688,2.675,6.136e-05,Fe7Mo6,mp-569594
Metal,0.0,-6.986,171.231,63.177,303.922,34.761,2.907,34.406,2.857,2.637,6.032e-05,Hf4Cr8,mp-569624
Insulator,1.601,-2.816,49.804,18.866,234.949,12.278,3.055,11.695,2.92,2.779,6.06e-05,Zn2Se2,mp-569679
Insulator,1.338,-4.307,27.028,16.476,170.173,165.803,3.065,155.16,2.938,2.386,4.734e-05,Ba28Sn12Se52,mp-569754
Insulator,0.524,-6.036,179.791,102.868,575.651,62.539,2.533,60.028,2.491,2.767,6.082e-05,Si16Ru8,mp-569815
Metal,0.0,-5.632,134.164,77.793,373.601,168.426,2.705,156.233,2.728,2.546,6.214e-05,Ge92Mo52,mp-569901
Metal,0.0,-4.209,37.606,24.925,237.878,164.335,3.042,150.514,2.912,2.589,5.354e-05,Ba24Ge100,mp-569965
Metal,0.0,-6.995,196.993,61.646,298.179,32.391,2.873,31.248,2.844,2.982,6.149e-05,Zr4Ru8,mp-569979
Metal,0.0,-3.243,123.791,28.926,247.639,61.631,3.012,58.287,2.897,2.833,6.011e-05,Ni8Pd4Se8,mp-569983
Insulator,2.939,-8.564,306.396,226.305,1596.591,7.914,1.066,7.955,1.047,2.997,8.583e-05,C8,mp-570002
Metal,0.0,-0.847,47.546,26.397,296.193,167.897,3.142,153.368,2.873,2.801,6.181e-05,Mg42Zn50,mp-570025
Insulator,0.218,-5.935,64.228,22.805,257.853,17.331,2.951,16.87,2.862,2.716,5.521e-05,Zr1Ti1Se4,mp-570062
Metal,0.0,-6.999,206.626,138.649,605.434,23.002,2.441,24.365,2.379,2.859,6.943e-05,Cr6C4,mp-570112
Metal,0.0,-4.757,177.933,86.928,449.694,78.399,2.727,77.358,2.701,2.835,6.002e-05,Zr6Si7Ni16,mp-570166
Metal,0.0,-5.952,53.016,28.322,295.763,162.619,2.897,152.547,2.826,2.661,5.491e-05,Mo30Se38,mp-570170
Metal,0.0,-4.111,165.148,43.544,260.648,22.148,2.941,21.624,2.885,3.085,6.196e-05,Ti3Pd5,mp-570199
Metal,0.0,-4.546,101.586,41.741,284.895,5.941,2.937,5.782,2.854,3.539,6.219e-05,Zr1Zn1,mp-570276
Metal,0.0,-8.52,222.37,91.637,314.18,11.48,2.828,11.353,2.828,3.093,5.207e-05,Si1W3,mp-570334
Metal,0.0,-1.793,12.851,6.594,108.345,13.952,3.113,13.568,2.972,3.249,5.289e-05,Ba4,mp-570384
Metal,0.0,-3.181,139.845,71.806,488.055,78.805,2.709,76.204,2.659,2.83,6.013e-05,Mg6Si7Ni16,mp-570457
Metal,0.0,-3.154,39.053,8.709,129.673,10.09,3.067,9.141,2.95,3.002,5.444e-05,Te3,mp-570459
Insulator,1.658,-3.365,10.131,1.354,141.566,161.424,3.044,149.952,2.948,2.249,6.146e-05,Se64,mp-570481
Metal,0.0,-2.328,43.332,23.147,271.958,17.738,3.057,17.038,2.906,3.114,6.222e-05,Mg4Sn2,mp-570543
Metal,0.0,-3.645,68.318,21.71,165.153,30.444,3.041,29.96,2.95,2.668,4.673e-05,Te6Pt4,mp-570562
Metal,0.0,-6.421,136.015,61.857,374.456,65.05,2.867,67.63,2.827,2.451,6.388e-05,Zr8Cr16,mp-570608
Metal,0.0,-2.517,55.236,28.278,403.085,17.279,2.89,16.546,2.757,3.463,6.023e-05,Mg4Si2,mp-570657
Metal,0.0,-8.592,246.026,99.927,318.911,30.659,2.871,29.175,2.847,2.902,5.307e-05,Zr4Os8,mp-570684
Metal,0.0,-4.708,109.11,53.877,354.3,11.634,2.875,11.326,2.795,3.262,6.238e-05,Ti3Sn1,mp-570691
Insulator,1.795,-6.604,53.452,34.918,567.168,31.005,2.525,30.221,2.423,2.682,7.299e-05,Ca4C8,mp-570697
Metal,0.0,-3.857,43.71,15.764,244.458,59.473,3.058,59.076,2.909,2.825,6.059e-05,Sr10Si10,mp-570777
Insulator,0.988,-4.24,32.343,14.637,180.864,42.687,3.091,41.413,2.949,2.703,4.686e-05,Ba4Ge2Te4Se4,mp-570803
Metal,0.0,-3.836,143.998,54.126,214.299,17.943,2.997,17.442,2.918,2.947,4.75e-05,Sr1Pt5,mp-570832
Metal,0.0,-1.673,33.881,25.939,277.292,172.802,3.059,156.796,2.872,2.825,6.138e-05,Ca42Zn72Ni4,mp-570883
Metal,0.0,-9.139,255.45,101.981,294.362,32.284,2.902,30.554,2.874,2.901,5.328e-05,Hf4Os8,mp-570960
Insulator,1.227,-4.406,32.35,18.908,185.477,159.756,3.055,150.277,2.921,2.421,5.501e-05,Sr16Sn8Se36,mp-570983
Metal,0.0,-3.723,161.369,52.003,345.827,5.693,2.854,5.539,2.791,3.491,6.188e-05,Ti1Ni1,mp-571
Metal,0.0,-3.164,79.905,31.475,250.22,12.494,3.027,12.371,2.895,2.814,6.067e-05,Ni2Se2,mp-571033
Metal,0.0,-6.584,257.252,118.331,523.996,57.947,2.571,57.773,2.515,2.905,6.011e-05,Fe11Mo6C5,mp-571055
Metal,0.0,-5.562,174.994,75.22,375.14,15.587,2.838,14.88,2.794,3.113,5.237e-05,Hf1Si2Ni2,mp-571147
Metal,0.0,-3.634,37.211,18.702,161.704,18.159,3.091,17.401,2.956,2.766,5.325e-05,Ba1Sn5,mp-571353
Insulator,0.381,-3.454,83.95,22.762,182.82,134.851,3.053,140.171,2.949,2.29,6.005e-05,Pd24Se24,mp-571383
Metal,0.0,-3.721,99.445,28.751,167.845,12.457,3.034,11.826,2.94,2.845,4.708e-05,Te2Pt2,mp-571512
Metal,0.0,-5.291,84.991,60.525,622.213,20.79,2.509,19.971,2.452,3.189,6.066e-05,Si8,mp-571520
Insulator,0.238,-6.334,81.253,33.079,313.802,43.53,2.846,43.776,2.801,2.557,5.236e-05,Ba1Mo6S8,mp-5716
Metal,0.0,-5.496,98.853,52.46,326.954,24.325,2.909,23.231,2.829,2.595,6.032e-05,Ti4Se4,mp-571651
Insulator,4.883,-7.674,138.261,67.971,765.443,109.379,2.093,101.351,2.156,2.571,5.918e-05,Si16O32,mp-572283
Insulator,2.324,-6.855,72.746,36.269,453.612,145.487,2.738,135.355,2.647,2.591,5.188e-05,Ba8Cr16O56,mp-572430
Insulator,2.0,-7.678,49.795,21.839,497.846,29.006,2.627,29.161,2.568,2.792,6.022e-05,Ti4O8,mp-572822
Insulator,2.066,-4.389,16.146,10.559,357.912,120.925,2.89,121.145,2.801,2.381,6.07e-05,Ge16S32,mp-572892
Metal,0.0,-3.215,98.905,37.171,268.0,21.69,3.001,20.519,2.885,2.578,5.508e-05,Ni3Se4,mp-573
Insulator,4.467,-7.392,105.474,70.588,695.79,132.465,2.288,126.703,2.319,2.883,6.014e-05,Ca12Si12O36,mp-5733
Metal,0.0,-3.514,27.273,19.894,265.839,71.034,2.978,69.435,2.891,3.064,6.064e-05,Sr11Mg2Si10,mp-573908
Insulator,0.418,-3.878,30.758,17.483,200.258,46.99,2.976,44.959,2.9,2.765,5.431e-05,Ti2Ge2Te12,mp-574169
Insulator,2.503,-5.624,96.084,53.548,452.542,91.176,2.793,85.686,2.708,2.47,5.985e-05,Mg4Te8O20,mp-5746
Metal,0.0,-6.404,132.232,77.431,450.4,43.551,2.767,43.219,2.721,2.593,5.193e-05,Ba3Ru3O9,mp-5773
Metal,0.0,-7.433,267.833,158.215,711.444,4.405,2.27,4.401,2.249,2.945,7.443e-05,Cr1C1,mp-579
Metal,0.0,-9.106,141.489,139.926,1430.615,11.2,1.181,11.172,1.186,2.935,8.421e-05,C8,mp-579909
Metal,0.0,-4.669,174.612,78.925,360.977,82.372,2.859,81.029,2.8,2.994,5.329e-05,Hf6Ni16Ge7,mp-580092
Metal,0.0,-4.871,190.573,93.03,416.402,80.27,2.78,78.743,2.745,3.012,5.158e-05,Hf6Si7Ni16,mp-580744
Metal,0.0,-0.624,59.37,34.284,283.731,73.756,3.155,64.07,2.89,2.964,6.178e-05,Mg4Zn20,mp-580931
Metal,0.0,-3.633,147.793,42.905,254.689,157.029,3.016,144.689,2.895,2.39,6.179e-05,Ge16Pd42,mp-582201
Insulator,2.438,-7.515,145.248,98.83,680.247,12.273,2.358,11.749,2.325,3.502,6.04e-05,Ca1Ti1O3,mp-5827
Metal,0.0,-3.613,162.22,67.266,395.276,80.69,2.826,79.517,2.764,2.956,6.192e-05,Ti6Ni16Ge7,mp-582759
Insulator,2.383,-4.223,-0.988,3.688,390.324,151.273,2.79,139.655,2.763,2.486,6.928e-05,S104,mp-583072
Metal,0.0,-1.183,51.651,28.12,324.905,30.016,3.094,29.561,2.834,3.194,6.187e-05,Mg6Zn6,mp-583266
Insulator,1.994,-5.812,53.4,24.254,239.906,155.092,2.931,148.532,2.864,2.216,5.192e-05,Ge8Pb40O56,mp-583345
Insulator,4.692,-7.215,136.685,81.915,829.749,143.787,2.116,135.133,2.155,2.662,6.07e-05,Mg16Si16O48,mp-5834
Metal,0.0,-3.901,16.295,12.744,155.732,104.064,3.105,100.207,2.958,2.576,4.664e-05,Ba8Sn4Te20,mp-583630
Metal,0.0,-3.675,19.077,13.96,186.07,119.675,3.08,115.456,2.949,2.621,5.334e-05,Ba8Ca8Sn24,mp-583645
Insulator,2.952,-5.193,36.42,16.686,243.642,88.769,3.005,78.829,2.905,2.512,5.228e-05,Ba8Si4S16,mp-5838
Metal,0.0,-6.178,143.514,71.333,450.502,34.141,2.779,33.333,2.706,2.678,6.04e-05,Sr3Ru2O7,mp-5868
Insulator,3.438,-7.283,176.812,138.709,832.55,10.399,2.068,10.25,2.06,3.456,6.125e-05,Ca1Si1O3,mp-5893
Insulator,2.677,-5.481,116.653,60.113,509.388,109.802,2.722,105.405,2.625,2.47,6.018e-05,Zn12Ge6O24,mp-5909
Metal,0.0,-5.92,208.053,110.105,479.216,5.442,2.687,5.37,2.65,3.29,6.203e-05,Ti1Ru1,mp-592
Insulator,4.625,-7.026,167.8,116.783,886.152,25.611,2.043,24.924,2.038,3.034,6.1e-05,Mg2Si2O6,mp-5924
Insulator,2.161,-7.384,132.959,85.717,516.083,76.907,2.644,78.678,2.585,2.659,5.165e-05,Ba6Ti6O18,mp-5933
Insulator,0.186,-3.553,125.653,48.084,377.504,11.72,2.87,11.253,2.772,2.75,6.068e-05,Ni2S2,mp-594
Insulator,5.563,-7.663,46.206,21.628,663.41,109.437,2.407,101.264,2.36,2.586,5.918e-05,Si16O32,mp-600037
Insulator,5.529,-8.009,35.874,21.098,632.266,168.424,2.292,151.629,2.368,2.558,5.907e-05,Si64O128,mp-600054
Insulator,5.471,-8.167,34.356,20.81,629.344,168.424,2.305,151.629,2.388,2.552,5.907e-05,Si64O128,mp-600080
Metal,0.0,-4.308,191.4,60.941,321.436,18.37,2.927,18.039,2.854,2.751,5.94e-05,Pt3O4,mp-601193
