material_id,MP_sg,OQMD_sg,AFLOW_sg_orig,AFLOW_sg_relax
mp-559518,14,14,,
mp-559519,12,12,,
mp-559520,15,,,
mp-559521,12,12,,
mp-559525,167,,,
mp-559530,19,,,
mp-559532,2,,,
mp-559533,174,,,
mp-559535,14,14,,
mp-559537,2,,,
mp-559539,141,,,
mp-559540,14,14,,
mp-559545,26,26,,
mp-559549,127,,127,127
mp-559550,148,148,,
mp-559551,62,,,
mp-559554,12,,,
mp-559557,15,,,
mp-559558,62,,,
mp-559560,60,,,
mp-559561,19,,,
mp-559562,60,60,,
mp-559563,225,225,,
mp-559568,61,,,
mp-559571,14,14,,
mp-559573,14,,,
mp-559574,62,,,
mp-559575,14,,,
mp-559577,15,,,
mp-559580,43,43,,
mp-559583,62,,,
mp-559586,62,,,
mp-559588,12,12,,
mp-559589,2,2,,
mp-559590,144,,,
mp-559593,160,160,,
mp-559594,29,,,
mp-559598,88,88,,
mp-559600,59,59,,
mp-559602,15,,,
mp-559604,14,,,
mp-559605,166,,,
mp-559606,2,,,
mp-559607,52,,,
mp-559608,147,,,
mp-559610,14,,,
mp-559612,64,64,64,64
mp-559613,92,,,
mp-559616,14,14,,
mp-559617,14,14,,
mp-559618,63,63,,
mp-559626,14,14,,
mp-559627,2,2,,
mp-559629,62,,,
mp-559636,14,,,
mp-559637,14,,14,14
mp-559638,141,,,
mp-559639,137,137,,
mp-559643,14,14,,
mp-559644,14,,,
mp-559645,19,,,
mp-559646,4,,,
mp-559648,62,,,
mp-559653,26,26,,
mp-559655,62,,,
mp-559658,33,,,
mp-559668,62,,,
mp-559670,14,,,
mp-559672,148,148,,
mp-559674,14,,,
mp-559676,63,,,
mp-559677,26,,,
mp-559679,14,,,
mp-559680,14,,,
mp-559685,19,,,
mp-559689,33,33,,
mp-559691,113,113,,
mp-559692,62,,,
mp-559694,160,,160,160
mp-559695,225,225,,
mp-559702,12,,,
mp-559703,15,,,
mp-559704,14,,,
mp-559706,14,14,,
mp-559708,141,141,,
mp-559710,15,,,
mp-559711,61,,,
mp-559713,62,,,
mp-559715,62,,,
mp-559716,2,,,
mp-559719,14,,,
mp-559721,14,14,,
mp-559722,61,,,
mp-559723,176,,,
mp-559724,107,107,,
mp-559727,4,4,,
mp-559729,70,,,
mp-559730,205,,,
mp-559732,9,,,
mp-559733,2,,,
mp-559734,160,,,
mp-559736,8,8,,
mp-559738,122,,,
mp-559739,55,55,,
mp-559740,194,194,,
mp-559744,14,,,
mp-559747,12,12,,
mp-559748,14,,,
mp-559750,230,,,
mp-559752,33,33,,
mp-559753,1,,,
mp-559754,2,,,
mp-559755,2,2,,
mp-559756,62,,,
mp-559757,51,,,
mp-559758,14,,,
mp-559759,37,37,,
mp-559760,12,12,,
mp-559764,62,,,
mp-559765,36,36,,
mp-559766,12,12,,
mp-559767,15,15,,
mp-559768,4,4,,
mp-559770,14,,,
mp-559772,29,,,
mp-559776,230,230,,
mp-559777,9,,,
mp-559779,62,,,
mp-559781,124,,,
mp-559783,15,,,
mp-559786,62,,,
mp-559788,122,,,
mp-559790,15,15,,
mp-559792,12,,,
mp-559795,2,2,,
mp-559796,14,,,
mp-559798,136,136,,
mp-559799,14,,,
mp-559803,60,,,
mp-559805,62,62,,
mp-559807,14,,,
mp-559808,62,62,,
mp-559809,15,15,,
mp-559811,230,,,
mp-559814,58,58,,
mp-559818,14,,,
mp-559820,14,14,,
mp-559822,59,,,
mp-559824,36,36,,
mp-559825,15,15,,
mp-559826,19,,,
mp-559829,230,,,
mp-559831,61,,,
mp-559832,12,,,
mp-559833,61,,,
mp-559834,14,,,
mp-559835,205,,,
mp-559836,2,2,,
mp-559837,15,15,,
mp-559838,14,14,,
mp-559840,14,14,,
mp-559847,38,38,,
mp-559848,11,,,
mp-559849,33,,33,33
mp-559851,62,62,,
mp-559852,2,,,
mp-559860,68,68,,
mp-559861,61,,,
mp-559864,12,,,
mp-559868,26,26,,
mp-559869,14,,,
mp-559871,63,63,63,63
mp-559872,96,96,,
mp-559873,14,,,
mp-559874,14,,,
mp-559875,9,9,,
mp-559878,14,14,,
mp-559879,62,,,
mp-559880,60,,,
mp-559882,62,62,,
mp-559885,82,,,
mp-559889,14,,,
mp-559893,129,129,,
mp-559894,14,,,
mp-559895,14,,,
mp-559897,14,,,
mp-559900,33,,,
mp-559901,173,,,
mp-559902,2,,,
mp-559903,14,,,
mp-559904,88,88,,
mp-559908,59,,,
mp-559910,73,,,
mp-559911,129,129,,
mp-559914,62,62,,
mp-559916,8,,,
mp-559917,14,,,
mp-559919,13,,,
mp-559923,64,,,
mp-559927,14,,,
mp-559928,194,194,,
mp-559931,167,,,
mp-559932,86,,,
mp-559933,139,139,,
mp-559934,33,33,,
mp-559937,14,,,
mp-559938,2,,,
mp-559939,14,14,,
mp-559940,11,,,
mp-559941,14,,,
mp-559949,9,,,
mp-559951,41,68,,
mp-559955,2,,,
mp-559957,14,14,,
mp-559961,19,19,,
mp-559962,225,,,
mp-559963,62,62,,
mp-559965,176,,,
mp-559968,15,,,
mp-559970,2,,,
mp-559977,15,15,,
mp-559978,88,,,
mp-559982,74,74,,
mp-559984,19,,,
mp-559987,60,60,,
mp-559994,62,,,
mp-559996,165,,,
mp-560004,142,,,
mp-560005,2,,,
mp-560007,2,,,
mp-560008,36,36,,
mp-560010,14,,,
mp-560012,14,,,
mp-560013,62,,,
mp-560014,173,,,
mp-560015,33,33,,
mp-560016,4,,,
mp-560019,5,5,,
mp-560021,14,,,
mp-560022,2,,,
mp-560025,4,4,4,4
mp-560026,62,,,
mp-560028,12,,,
mp-560029,63,63,,
mp-560030,26,,26,26
mp-560032,14,,,
mp-560035,8,,,
mp-560036,199,199,,
mp-560037,225,225,,
mp-560038,219,,,
mp-560039,14,,,
mp-560040,33,,,
mp-560042,14,,,
mp-560043,87,,,
mp-560045,92,,,
mp-560046,55,55,,
mp-560050,14,,,
mp-560051,14,14,,
mp-560054,59,,,
mp-560057,14,,,
mp-560058,165,,,
mp-560059,4,,,
mp-560060,2,,,
mp-560064,15,,,
mp-560066,14,14,,
mp-560067,51,51,,
mp-560068,61,,,
mp-560071,225,225,,
mp-560072,218,218,,
mp-560076,14,,,
mp-560077,14,,,
mp-560082,92,,,
mp-560084,14,,,
mp-560085,13,,,
mp-560086,161,,,
mp-560088,38,38,,
mp-560090,176,,,
mp-560091,167,,,
mp-560092,2,,,
mp-560093,42,,,
mp-560097,14,,,
mp-560098,52,52,,
mp-560100,14,,,
mp-560101,19,,,
mp-560102,29,,,
mp-560103,230,,230,230
mp-560104,14,14,,
mp-560105,31,,,
mp-560107,57,,,
mp-560110,14,,,
mp-560112,14,,,
mp-560114,62,,,
mp-560115,224,,,
mp-560117,4,4,,
mp-560118,12,12,,
mp-560119,15,15,,
mp-560120,14,,,
mp-560121,56,,,
mp-560123,15,,,
mp-560125,2,2,,
mp-560126,14,,,
mp-560127,186,186,,
mp-560129,38,38,,
mp-560130,2,,,
mp-560132,14,14,,
mp-560133,85,,,
mp-560136,13,,,
mp-560139,14,,,
mp-560144,62,,,
mp-560146,87,,,
mp-560148,14,,,
mp-560149,10,10,,
mp-560151,181,181,,
mp-560152,114,114,,
mp-560153,14,14,,
mp-560154,15,,,
mp-560155,13,,,
mp-560156,19,19,,
mp-560157,63,63,,
mp-560158,14,,,
mp-560159,2,,,
mp-560160,14,,,
mp-560163,14,,,
mp-560164,2,2,,
mp-560167,9,,,
mp-560169,14,,,
mp-560170,12,12,,
mp-560173,4,,,
mp-560174,220,,,
mp-560175,88,,,
mp-560176,11,11,,
mp-560180,13,,,
mp-560181,12,12,12,12
mp-560182,14,,,
mp-560186,173,,,
mp-560187,14,,,
mp-560188,139,139,,
mp-560189,14,,,
mp-560192,2,2,,
mp-560193,15,15,,
mp-560196,14,14,2,2
mp-560199,2,,,
mp-560203,60,,,
mp-560208,62,,,
mp-560209,165,,,
mp-560210,92,92,,
mp-560212,61,,,
mp-560214,62,,,
mp-560216,2,,,
mp-560217,150,,,
mp-560219,60,,,
mp-560222,11,,,
mp-560223,14,,,
mp-560224,62,,,
mp-560226,72,,,
mp-560228,7,7,,
mp-560233,20,20,,
mp-560235,2,,,
mp-560236,12,,,
mp-560239,29,,,
mp-560240,62,,,
mp-560242,62,62,,
mp-560243,14,,,
mp-560244,2,2,,
mp-560246,85,,,
mp-560247,2,2,,
mp-560249,2,2,,
mp-560254,2,,,
mp-560255,62,,,
mp-560257,161,,,
mp-560259,63,63,,
mp-560260,14,,,
mp-560261,2,2,,
mp-560262,186,186,,
mp-560263,15,,,
mp-560266,14,,,
mp-560268,15,,,
mp-560270,62,,,
mp-560271,14,14,,
mp-560275,33,,,
mp-560276,14,,,
mp-560278,53,,,
mp-560280,15,,,
mp-560282,12,,,
mp-560291,14,,,
mp-560293,25,6,,
mp-560297,14,14,,
mp-560300,173,,,
mp-560303,63,63,,
mp-560306,58,,,
mp-560308,148,148,,
mp-560310,14,,,
mp-560314,2,,,
mp-560316,152,144,,
mp-560320,7,,,
mp-560321,10,10,,
mp-560322,2,,,
mp-560323,2,,,
mp-560324,4,,,
mp-560326,20,,,
mp-560327,2,2,,
mp-560328,220,,,
mp-560330,199,,,
mp-560331,61,,,
mp-560333,2,2,,
mp-560334,29,,,
mp-560336,74,,,
mp-560338,167,167,167,167
mp-560339,11,,,
mp-560340,84,84,,
mp-560341,1,1,,
mp-560345,64,,,
mp-560348,14,,,
mp-560349,62,,62,62
mp-560352,12,,,
mp-560354,59,13,,
mp-560356,15,15,,
mp-560358,12,12,,
mp-560359,2,,,
mp-560363,2,,,
mp-560366,14,,,
mp-560370,14,14,14,14
mp-560376,46,,,
mp-560378,212,,,
mp-560381,17,17,,
mp-560382,127,127,,
mp-560383,70,,,
mp-560386,9,9,,
mp-560387,2,2,,
mp-560394,19,,,
mp-560398,20,,,
mp-560399,221,221,,
mp-560403,13,13,,
mp-560404,2,2,,
mp-560406,14,,,
mp-560407,100,,,
mp-560409,61,,,
mp-560410,14,14,,
mp-560411,2,2,,
mp-560412,14,,,
mp-560414,14,,,
mp-560417,61,61,,
mp-560419,56,,,
mp-560420,15,,,
mp-560423,9,,,
mp-560424,14,,,
mp-560426,14,14,,
mp-560431,19,,,
mp-560434,62,,,
mp-560438,70,,,
mp-560443,62,62,62,62
mp-560444,84,84,,
mp-560445,62,62,,
mp-560449,139,139,,
mp-560450,14,,,
mp-560453,5,5,,
mp-560456,41,,,
mp-560458,14,14,,
mp-560459,36,,,
mp-560460,57,,57,57
mp-560463,110,,,
mp-560464,14,,,
mp-560465,121,121,121,121
mp-560468,15,15,,
mp-560471,56,,,
mp-560476,14,14,,
mp-560478,11,11,,
mp-560480,63,,,
mp-560484,15,,,
mp-560489,14,,,
mp-560490,15,15,,
mp-560493,15,15,,
mp-560496,14,,,
mp-560498,11,,,
mp-560501,173,,,
mp-560504,14,,,
mp-560511,96,96,,
mp-560513,12,12,,
mp-560515,139,,,
mp-560517,14,,,
mp-560518,14,14,,
mp-560519,63,63,,
mp-560520,2,,,
mp-560521,20,20,,
mp-560522,148,148,,
mp-560523,15,15,,
mp-560527,63,63,,
mp-560528,141,,,
mp-560530,46,46,,
mp-560531,11,14,,
mp-560534,60,,,
mp-560535,40,40,,
mp-560538,14,,,
mp-560544,216,,,
mp-560545,125,,,
mp-560548,14,,,
mp-560549,2,2,,
mp-560550,14,,,
mp-560551,75,75,,
mp-560553,62,62,,
mp-560555,12,,,
mp-560558,67,67,,
mp-560559,15,15,,
mp-560560,14,14,,
mp-560569,12,12,,
mp-560570,5,5,,
mp-560571,142,,142,142
mp-560572,14,,14,14
mp-560573,62,,,
mp-560574,62,62,,
mp-560575,176,,,
mp-560577,13,,,
mp-560578,1,,,
mp-560580,224,,,
mp-560581,14,14,,
mp-560582,62,,,
mp-560584,12,,,
mp-560585,2,2,,
mp-560587,11,,,
mp-560588,186,186,,
mp-560589,14,,,
mp-560590,2,2,,
mp-560591,55,,,
mp-560593,12,12,,
mp-560595,57,,,
mp-560597,166,166,,
mp-560600,74,,,
mp-560601,62,,,
mp-560602,61,61,61,61
mp-560603,13,,,
mp-560605,65,65,,
mp-560607,59,,,
mp-560608,142,,,
mp-560611,19,,,
mp-560613,14,,,
mp-560614,33,33,,
mp-560616,55,55,,
mp-560619,33,,,
mp-560620,164,164,,
mp-560622,5,5,,
mp-560623,14,14,,
mp-560624,2,,,
mp-560625,31,31,,
mp-560626,2,1,,
mp-560628,147,147,,
mp-560629,33,,,
mp-560630,126,126,,
mp-560631,127,,,
mp-560632,173,,,
mp-560633,14,,,
mp-560635,62,,,
mp-560637,62,,,
mp-560638,141,141,,
mp-560639,19,,,
mp-560641,189,,189,189
mp-560642,19,,,
mp-560645,14,,,
mp-560647,62,,62,62
mp-560649,14,,,
mp-560652,15,,,
mp-560653,12,12,,
mp-560656,78,,,
mp-560658,2,,,
mp-560665,63,63,,
mp-560666,61,,,
mp-560667,43,43,,
mp-560668,19,,,
mp-560670,62,62,,
mp-560673,15,15,,
mp-560675,2,,,
mp-560681,53,,,
mp-560684,186,,,
mp-560685,148,148,,
mp-560687,14,,,
mp-560688,75,75,,
mp-560690,15,15,,
mp-560692,33,,,
mp-560699,1,1,,
mp-560702,176,,,
mp-560703,2,,,
mp-560708,10,,,
mp-560710,225,225,,
mp-560711,142,,,
mp-560715,2,2,,
mp-560716,154,,,
mp-560717,159,159,159,159
mp-560718,14,,,
mp-560721,19,,,
mp-560724,2,,,
mp-560725,186,186,,
mp-560729,14,,,
mp-560730,60,,,
mp-560731,2,,,
mp-560732,62,,,
mp-560733,14,,,
mp-560734,2,,,
mp-560736,15,,,
mp-560739,62,,,
mp-560740,62,,,
mp-560742,2,2,,
mp-560745,14,,,
mp-560748,79,79,,
mp-560751,152,,,
mp-560754,125,,,
mp-560755,61,,,
mp-560756,147,,,
mp-560757,2,2,,
mp-560760,75,75,,
mp-560761,20,,,
mp-560767,15,,,
mp-560768,230,,,
mp-560772,14,14,,
mp-560773,85,,,
mp-560774,15,,,
mp-560776,15,,,
mp-560777,62,,,
mp-560778,13,,,
mp-560780,33,,,
mp-560784,11,,,
mp-560785,130,,,
mp-560786,86,,,
mp-560788,2,,,
mp-560789,64,,,
mp-560790,225,,,
mp-560791,63,63,,
mp-560793,2,2,,
mp-560794,61,,,
mp-560796,2,2,,
mp-560798,60,,,
mp-560799,152,,,
mp-560801,5,,,
mp-560802,148,,,
mp-560806,186,186,,
mp-560809,63,,,
mp-560815,185,,,
mp-560818,62,,,
mp-560821,33,,,
mp-560824,63,63,,
mp-560825,166,,,
mp-560826,63,63,,
mp-560827,14,,,
mp-560829,29,,,
mp-560830,15,15,,
mp-560831,160,160,160,160
mp-560832,144,,,
mp-560833,57,,,
mp-560835,142,,,
mp-560836,195,195,,
mp-560840,14,,,
mp-560842,227,,,
mp-560843,15,,,
mp-560845,11,11,,
mp-560847,7,7,,
mp-560848,14,14,,
mp-560849,2,,,
mp-560851,62,62,,
mp-560853,15,15,,
mp-560855,148,148,,
mp-560860,70,,,
mp-560861,139,139,,
mp-560863,14,,,
mp-560864,2,2,,
mp-560866,15,15,,
mp-560869,198,198,,
mp-560870,63,63,,
mp-560872,58,,,
mp-560873,176,176,,
mp-560874,166,166,,
mp-560875,165,,,
mp-560878,225,225,,
mp-560879,2,2,,
mp-560882,26,26,,
mp-560883,176,,,
mp-560884,62,,,
mp-560885,62,62,,
mp-560886,64,64,,
mp-560889,14,,,
mp-560890,165,165,,
mp-560891,2,2,,
mp-560894,218,218,,
mp-560897,2,,,
mp-560898,2,2,,
mp-560899,4,,,
mp-560900,19,,,
mp-560901,14,,,
mp-560902,136,136,,
mp-560904,2,2,,
mp-560905,2,2,,
mp-560907,15,2,,
mp-560911,29,,,
mp-560917,12,,,
mp-560918,8,,,
mp-560919,14,,,
mp-560920,63,,,
mp-560921,14,,,
mp-560923,85,85,,
mp-560925,14,,,
mp-560927,14,,,
mp-560928,61,,,
mp-560929,14,,,
mp-560934,60,,,
mp-560936,225,225,,
mp-560937,12,12,,
mp-560938,159,,,
mp-560939,62,,,
mp-560941,63,,,
mp-560942,62,62,,
mp-560944,159,,,
mp-560947,33,,,
mp-560949,14,,,
mp-560950,14,14,,
mp-560954,98,98,,
mp-560955,14,,,
mp-560956,225,225,,
mp-560959,225,,,
mp-560960,29,,,
mp-560961,56,,,
mp-560963,225,225,,
mp-560964,15,15,,
mp-560965,13,,,
mp-560966,19,,,
mp-560973,63,,,
mp-560974,14,,,
mp-560977,12,12,,
mp-560978,64,,,
mp-560981,62,,,
mp-560982,62,,,
mp-560986,14,,,
mp-560990,167,,,
mp-560993,147,,,
mp-560995,14,,,
mp-560997,62,,,
mp-560998,65,,,
mp-561001,14,,,
mp-561005,2,2,,
mp-561006,62,,,
mp-561008,9,,,
mp-561009,14,,,
mp-561011,152,,,
mp-561012,14,,,
mp-561018,167,167,,
mp-561020,14,,,
mp-561022,4,,,
mp-561023,176,176,,
mp-561026,2,2,,
mp-561027,61,,,
mp-561028,15,,,
mp-561031,61,,,
mp-561033,51,51,,
mp-561035,13,,,
mp-561036,148,,,
mp-561037,2,,,
mp-561045,139,,,
mp-561048,11,11,,
mp-561049,14,,,
mp-561050,186,,,
mp-561051,2,2,,
mp-561052,1,,,
mp-561055,19,,,
mp-561057,33,,,
mp-561058,2,,,
mp-561060,61,,,
mp-561062,29,,,
mp-561063,59,59,,
mp-561065,14,14,,
mp-561066,92,,,
mp-561067,225,225,,
mp-561068,88,88,,
mp-561072,14,,,
mp-561074,2,,,
mp-561075,5,5,,
mp-561076,62,,,
mp-561079,12,12,,
mp-561081,14,,,
mp-561083,14,,,
mp-561084,14,,,
mp-561086,15,,,
mp-561087,2,2,,
mp-561090,227,,,
mp-561093,14,,,
mp-561095,15,,,
mp-561096,11,6,,
mp-561098,2,,,
mp-561100,28,,,
mp-561102,62,62,,
mp-561103,191,,,
mp-561104,173,4,173,173
mp-561108,14,,,
mp-561110,14,,,
mp-561112,14,14,,
mp-561113,7,7,,
mp-561117,61,,,
mp-561118,186,186,,
mp-561121,8,8,,
mp-561124,186,,,
mp-561125,176,,,
mp-561126,15,15,,
mp-561127,14,,,
mp-561130,14,,,
mp-561131,14,,,
mp-561132,15,15,,
mp-561133,12,,,
mp-561134,63,63,,
mp-561135,29,,,
mp-561138,14,,,
mp-561139,14,14,,
mp-561141,63,63,,
mp-561144,67,,,
mp-561153,14,14,,
mp-561154,14,,,
mp-561157,33,,,
mp-561158,88,,,
mp-561160,2,,,
mp-561162,14,,,
mp-561166,2,2,,
mp-561173,173,173,,
mp-561176,14,,,
mp-561177,173,173,,
mp-561179,11,11,11,11
mp-561180,2,,,
mp-561181,38,,,
mp-561185,2,,,
mp-561186,173,173,,
mp-561187,155,155,,
mp-561189,189,,,
mp-561190,14,14,,
mp-561194,142,,,
mp-561196,186,186,,
mp-561197,12,12,,
mp-561198,14,,,
mp-561200,14,,,
mp-561202,198,,,
mp-561203,15,15,15,15
mp-561205,2,,,
mp-561210,14,,,
mp-561214,14,,,
mp-561221,12,12,,
mp-561222,58,,,
mp-561223,4,,,
mp-561224,19,19,,
mp-561226,176,,,
mp-561230,73,,,
mp-561232,14,,,
mp-561234,88,,,
mp-561235,14,,,
mp-561236,15,,,
mp-561237,61,61,,
mp-561239,60,,,
mp-561241,14,,,
mp-561243,152,152,,
mp-561244,14,,,
mp-561245,5,5,,
mp-561246,60,,,
mp-561247,73,,,
mp-561248,61,,,
mp-561249,87,,,
mp-561252,14,,,
mp-561253,176,,,
mp-561254,88,88,,
mp-561256,9,9,,
mp-561257,15,15,,
mp-561258,186,186,,
mp-561259,19,,,
mp-561260,2,2,,
mp-561261,142,,,
mp-561266,92,,,
mp-561267,14,,,
mp-561268,62,,,
mp-561270,14,,,
mp-561272,173,173,,
mp-561273,14,,,
mp-561277,193,63,,
mp-561283,2,,,
mp-561286,186,,,
mp-561290,62,62,,
mp-561291,116,,,
mp-561294,139,,,
mp-561299,31,31,,
mp-561300,2,,,
mp-561301,224,224,,
mp-561303,4,4,,
mp-561304,62,,,
mp-561305,173,,,
mp-561307,14,14,,
mp-561308,14,,,
mp-561309,70,70,,
mp-561310,189,,,
mp-561311,15,,,
mp-561313,13,13,,
mp-561315,15,15,,
mp-561317,139,139,,
mp-561318,145,,,
mp-561319,148,,,
mp-561320,5,5,5,5
mp-561321,14,,,
mp-561324,61,,,
mp-561326,2,2,,
mp-561328,19,,,
mp-561329,14,,,
mp-561336,2,2,,
mp-561342,2,,,
mp-561343,14,,,
mp-561346,14,,,
mp-561349,19,19,,
mp-561350,82,82,,
mp-561351,59,,,
mp-561352,46,,,
mp-561353,12,12,,
mp-561355,14,,,
mp-561356,59,,,
mp-561360,2,,,
mp-561361,15,,15,15
mp-561366,68,68,68,68
mp-561368,62,62,,
mp-561369,15,,,
mp-561370,29,29,,
mp-561374,1,,,
mp-561375,86,,,
mp-561377,141,,,
mp-561379,14,,,
mp-561380,2,,,
mp-561382,60,,,
mp-561383,62,62,,
mp-561384,84,84,,
mp-561385,5,,,
mp-561386,2,,,
mp-561387,14,,,
mp-561392,14,,,
mp-561395,44,,,
mp-561396,15,15,,
mp-561397,14,14,,
mp-561398,15,15,,
mp-561400,2,2,,
mp-561402,14,,,
mp-561403,2,,,
mp-561405,62,,,
mp-561406,189,,,
mp-561407,15,15,,
mp-561410,11,11,,
mp-561412,5,5,,
mp-561414,62,,,
mp-561423,63,63,,
mp-561424,11,11,,
mp-561426,33,33,,
mp-561430,15,15,,
mp-561433,194,,,
mp-561434,14,14,,
mp-561437,62,,,
mp-561441,15,15,,
mp-561442,227,227,,
mp-561443,164,12,12,12
mp-561445,14,14,,
mp-561446,44,44,44,44
mp-561447,14,,,
mp-561448,130,,,
mp-561449,14,14,,
mp-561454,15,15,,
mp-561455,13,,,
mp-561457,62,33,,
mp-561458,167,,,
mp-561462,2,,,
mp-561465,182,182,,
mp-561467,15,15,,
mp-561469,62,,,
mp-561470,11,11,,
mp-561472,72,72,,
mp-561473,14,14,,
mp-561474,14,14,,
mp-561476,14,,,
mp-561478,14,14,,
mp-561480,62,62,,
mp-561486,2,2,,
mp-561487,14,,,
mp-561488,166,,,
mp-561489,11,11,,
mp-561490,15,15,,
mp-561491,12,12,,
mp-561495,2,,,
mp-561499,173,,,
mp-561502,2,,,
mp-561507,217,217,,
mp-561511,14,14,,
mp-561513,2,2,2,2
mp-561514,14,,,
mp-561518,63,63,,
mp-561519,12,12,,
mp-561520,219,,,
mp-561521,14,,,
mp-561523,61,,,
mp-561525,150,,,
mp-561527,9,,,
mp-561531,11,,,
mp-561533,61,,,
mp-561535,14,,,
mp-561536,15,15,,
mp-561538,14,14,,
mp-561539,19,,,
mp-561541,14,,,
mp-561543,217,,217,217
mp-561545,14,,,
mp-561547,14,14,,
mp-561549,36,,,
mp-561550,167,167,167,167
mp-561551,11,,,
mp-561553,166,,166,166
mp-561554,14,,,
mp-561561,225,225,,
mp-561564,15,,,
mp-561567,166,,,
mp-561569,15,,,
mp-561571,2,2,,
mp-561582,14,14,,
mp-561586,166,166,166,166
mp-561619,166,166,166,166
mp-561620,15,15,15,15
mp-561622,2,2,,
mp-561632,2,2,,
mp-561635,19,19,,
mp-561639,14,,,
mp-561641,70,,,
mp-561642,14,14,,
mp-561647,63,63,,
mp-561664,19,19,,
mp-561672,12,12,12,12
mp-561681,186,186,,
mp-561682,176,176,176,176
mp-561687,205,,,
mp-561700,14,,,
mp-561703,63,63,63,63
mp-561705,56,,,
mp-561710,2,2,,
mp-561712,14,,,
mp-561725,167,167,,
mp-561736,14,,,
mp-561743,33,,,
mp-561744,63,63,,
mp-561751,166,166,166,166
mp-561754,14,,,
mp-561778,14,14,,
mp-561786,166,166,,
mp-561799,70,,,
mp-561814,61,,,
mp-561817,14,14,,
mp-561822,19,,19,19
mp-561827,139,139,,
mp-561834,5,5,,
mp-561848,62,,62,62
mp-561849,14,14,,
mp-561851,144,144,,
mp-561861,15,,,
mp-561875,15,,,
mp-561877,62,62,,
mp-561886,14,,,
mp-561902,12,12,,
mp-561911,88,,,
mp-561942,121,121,,
mp-561947,221,221,,
mp-561949,194,194,,
mp-561954,62,,,
mp-561965,14,,,
mp-561966,14,,,
mp-561973,12,,,
mp-561974,1,,,
mp-561991,167,167,,
mp-561998,14,14,,
mp-561999,62,,,
mp-562004,14,,,
mp-562018,62,62,,
mp-562027,173,,,
mp-562028,14,,,
mp-562042,62,,,
mp-562048,186,,,
mp-562054,19,19,,
mp-562057,198,,,
mp-562065,15,,,
mp-562072,198,198,,
mp-562074,61,,,
mp-562076,14,,,
mp-562090,31,31,,
mp-562100,2,2,2,2
mp-562102,15,,,
mp-562107,2,,,
mp-562111,14,,,
mp-562114,52,,,
mp-562127,14,,,
mp-562137,14,14,,
mp-562139,164,,,
mp-562140,62,,,
mp-562172,14,,,
mp-562177,33,,,
mp-562182,15,15,,
mp-562194,33,,,
mp-562216,15,15,,
mp-562220,141,,,
mp-562239,14,,,
mp-562248,2,2,,
mp-562260,62,62,,
mp-562263,2,2,,
mp-562267,219,,,
mp-562327,2,,,
mp-562338,14,14,,
mp-562339,14,,,
mp-562345,14,,,
mp-562366,2,2,,
mp-562378,14,,,
mp-562382,14,,,
mp-562394,11,,,
mp-562403,14,,,
mp-562404,14,14,,
mp-562406,58,,,
mp-562412,14,,,
mp-562420,62,62,,
mp-562428,14,,,
mp-562434,55,,,
mp-562435,2,,,
mp-562436,14,,,
mp-562441,14,,,
mp-562442,62,62,,
mp-562450,64,,,
mp-562456,14,,,
mp-562473,167,167,,
mp-562480,11,11,,
mp-562490,15,,,
mp-562504,14,,,
mp-562513,14,14,,
mp-562517,15,,,
mp-562523,194,194,,
mp-562537,55,55,,
mp-562541,14,,,
mp-562542,11,,,
mp-562546,33,,,
mp-562548,14,,,
mp-562550,58,,,
mp-562561,11,11,11,11
mp-562568,5,,,
mp-562569,62,62,62,62
mp-562584,2,,,
mp-562610,62,62,,
mp-562613,161,161,,
mp-562661,57,,,
mp-562662,61,,,
mp-562663,15,,,
mp-562667,36,,,
mp-562669,14,,,
mp-562726,14,14,,
mp-562735,14,,14,14
mp-562742,14,,,
mp-562762,58,58,,
mp-562764,15,,,
mp-562767,173,173,,
mp-562774,2,2,,
mp-562779,62,,,
mp-562796,14,14,,
mp-562797,14,14,,
mp-562801,41,,,
mp-562809,123,123,,
mp-562815,146,146,,
mp-562826,15,,,
mp-562833,2,,,
mp-562835,11,,,
mp-562836,2,,,
mp-562854,26,26,,
mp-562901,14,,,
mp-562903,11,,,
mp-562912,135,,,
mp-562920,142,,,
mp-562961,1,1,,
mp-562965,14,,,
mp-562977,62,,,
mp-562985,14,,,
mp-562987,1,,,
mp-563000,173,,,
mp-563010,147,147,,
mp-563013,11,,,
mp-563023,14,,,
mp-563025,107,107,,
mp-565354,4,,,
mp-565400,19,,,
mp-565590,14,,,
mp-565597,185,,,
mp-565679,14,,,
mp-565692,15,,,
mp-565711,158,,,
mp-565814,206,,206,206
mp-565836,15,,,
mp-565843,142,,,
mp-566131,123,,,
mp-566231,227,,,
mp-566293,15,,,
mp-566296,29,,,
mp-566301,14,,,
mp-566333,164,,,
mp-566334,14,,,
mp-566534,14,,,
mp-566593,36,,,
mp-566599,9,,,
mp-566717,7,,,
mp-566960,14,,,
mp-567022,15,,,
mp-567060,14,14,,
mp-567129,18,18,,
mp-567146,2,,,
mp-567148,2,2,,
mp-567177,40,40,,
mp-567178,156,156,,
mp-567185,198,,,
mp-567196,150,150,,
mp-567199,156,156,,
mp-567218,15,,,
mp-567219,12,12,,
mp-567221,11,11,,
mp-567224,62,62,,
mp-567227,4,,,
mp-567228,64,64,64,64
mp-567246,156,,,
mp-567256,14,,,
mp-567259,164,164,164,164
