Band gap,Band gap-units,Band gap-conditions,Band gap-methods,Band gap-dataType,Band gap energy (E$_g^{expt}$),Band gap energy (E$_g^{expt}$)-units,Band gap energy (E$_g^{expt}$)-dataType,Band gap energy (E$_g^{GW}$),Band gap energy (E$_g^{GW}$)-units,Band gap energy (E$_g^{GW}$)-methods,Band gap energy (E$_g^{DFT+U}$),Band gap energy (E$_g^{DFT+U}$)-units,Band gap energy (E$_g^{DFT+U}$)-methods,chemicalFormula,references,Crystallinity,Structure,Crystal structure
0.35,eV,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",{'name': 'Thermal activation'},EXPERIMENTAL,,,,,,,,,,P,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
4.8,eV,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Ba1O1,[{'doi': '10.1063/1.3253115'}],,,
2.18,eV,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,U1O2,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
1.645,eV,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Eu1S1,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
1.1,eV,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,K3Sb1,[{'doi': '10.1063/1.3253115'}],Polycrystalline,,
0.54,eV,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Hg1S1,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
1.68,eV,"[{'name': 'Transition', 'scalars': [{'value': 'Indirect'}]}, {'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}]",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Zr1S2,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
1,eV,"[{'name': 'Transition', 'scalars': [{'value': 'Indirect'}]}, {'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}]",{'name': 'Photoconduction'},EXPERIMENTAL,,,,,,,,,,Na3Sb1,[{'doi': '10.1063/1.3253115'}],Polycrystalline,,
1.166,eV,"[{'name': 'Transition', 'scalars': [{'value': 'Indirect'}]}, {'name': 'Temperature', 'scalars': [{'value': '4.2'}], 'units': 'K'}]",,EXPERIMENTAL,,,,,,,,,,Si,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
1.15,eV,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",{'name': 'Reflection'},EXPERIMENTAL,,,,,,,,,,Zn3P2,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
0.8,eV,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",{'name': 'Thermal activation'},EXPERIMENTAL,,,,,,,,,,Rh2S3,[{'doi': '10.1063/1.3253115'}],,,
3.9,eV,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",{'name': 'Photoconduction'},EXPERIMENTAL,,,,,,,,,,Ag1N3,[{'doi': '10.1063/1.3253115'}],Polycrystalline,,
1.02,eV,"[{'name': 'Transition', 'scalars': [{'value': 'Indirect'}]}, {'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}]",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Pr1Te2,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
5.63,eV,"{'name': 'Temperature', 'scalars': [{'value': '90'}], 'units': 'K'}",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Mg1Se1,[{'doi': '10.1063/1.3253115'}],Polycrystalline,,
2.37,eV,"[{'name': 'Transition', 'scalars': [{'value': 'G15 to G1'}]}, {'name': 'Transition', 'scalars': [{'value': 'Direct'}]}]",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Zn1Te1,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
2.8,eV,"[{'name': 'Electric field polarization', 'scalars': [{'value': 'Perpendicular to C axis'}]}, {'name': 'Transition', 'scalars': [{'value': 'Excitonic'}]}, {'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}]",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Mo1O3,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
0.6,eV,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",,EXPERIMENTAL,,,,,,,,,,Cs3As1,[{'doi': '10.1063/1.3253115'}],,,
0.236,eV,"{'name': 'Temperature', 'scalars': [{'value': '4.2'}], 'units': 'K'}",,EXPERIMENTAL,,,,,,,,,,In1Sb1,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
2.88,eV,"[{'name': 'Transition', 'scalars': [{'value': 'Indirect'}]}, {'name': 'Temperature', 'scalars': [{'value': '4.2'}], 'units': 'K'}]",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Pb1O1,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
2.73,eV,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",{'name': 'Reflection'},EXPERIMENTAL,,,,,,,,,,Pb1O1,[{'doi': '10.1063/1.3253115'}],Polycrystalline,,
1.8,eV,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",{'name': 'Reflection'},EXPERIMENTAL,,,,,,,,,,Mn1Se1,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
0.35,eV,"{'name': 'Temperature', 'scalars': [{'value': '293'}], 'units': 'K'}",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Bi2Se3,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
1.95,eV,"{'name': 'Temperature', 'scalars': [{'value': '273'}], 'units': 'K'}",{'name': 'Thermal activation'},EXPERIMENTAL,,,,,,,,,,V2O5,[{'doi': '10.1063/1.3253115'}],Polycrystalline,,
1.08,eV,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Sn1S1,[{'doi': '10.1063/1.3253115'}],Polycrystalline,,
1.46,eV,"{'name': 'Temperature', 'scalars': [{'value': '4.2'}], 'units': 'K'}",,EXPERIMENTAL,,,,,,,,,,Ga1As1,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
1.413,eV,"{'name': 'Temperature', 'scalars': [{'value': '77'}], 'units': 'K'}",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,In1p1,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
8.56,eV,,,EXPERIMENTAL,,,,,,,,,,Al2O3,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
5.54,eV,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Ge1O2,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
5.8,eV,,,EXPERIMENTAL,,,,,,,,,,Cd1Cl2,[{'doi': '10.1063/1.3253115'}],,,
1.63,eV,"{'name': 'Temperature', 'scalars': [{'value': '297'}], 'units': 'K'}",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,As2Se3,[{'doi': '10.1063/1.3253115'}],Amorphous,,
2.6,eV,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Hg2Br2,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
0.586,eV,"{'name': 'Temperature', 'scalars': [{'value': '77'}], 'units': 'K'}",,EXPERIMENTAL,,,,,,,,,,Cd3P2,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
2.38,eV,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Sn1I4,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
3.418,eV,"[{'name': 'Transition', 'scalars': [{'value': 'Excitonic'}]}, {'name': 'Temperature', 'scalars': [{'value': '77'}], 'units': 'K'}]",{'name': 'Reflection'},EXPERIMENTAL,,,,,,,,,,Zn1O1,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
1.56,eV,"[{'name': 'Electric field polarization', 'scalars': [{'value': 'Parallel to C axis'}]}, {'name': 'Transition', 'scalars': [{'value': 'Indirect'}]}, {'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}]",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Se,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
3.8,eV,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Ba1O1,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
1,eV,"[{'name': 'Transition', 'scalars': [{'value': 'Direct'}]}, {'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}]",{'name': 'Reflection'},EXPERIMENTAL,,,,,,,,,,Ag2S1,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
4.228,eV,"[{'name': 'Transition', 'scalars': [{'value': 'Direct'}]}, {'name': 'Temperature', 'scalars': [{'value': '80'}], 'units': 'K'}]",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Cd1I2,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
3.82,eV,"{'name': 'Transition', 'scalars': [{'value': 'Excitonic'}]}",,EXPERIMENTAL,,,,,,,,,,Zn1S1,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
0.9,eV,,{'name': 'Thermal activation'},EXPERIMENTAL,,,,,,,,,,Fe1Si2,[{'doi': '10.1063/1.3253115'}],Polycrystalline,,
0.93,eV,"[{'name': 'Electric field polarization', 'scalars': [{'value': 'Perpendicular to C axis'}]}, {'name': 'Temperature', 'scalars': [{'value': '297'}], 'units': 'K'}]",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Zn1As2,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
0.008,eV,"{'name': 'Temperature', 'scalars': [{'value': '80'}], 'units': 'K'}",,EXPERIMENTAL,,,,,,,,,,Bi0.85Sb0.15,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
0.092,eV,,{'name': 'Magnetoreflection'},EXPERIMENTAL,,,,,,,,,,Sn,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
5.55,eV,"[{'name': 'Transition', 'scalars': [{'value': 'Indirect'}]}, {'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}]",,EXPERIMENTAL,,,,,,,,,,Hf1O2,[{'doi': '10.1063/1.3253115'}],Polycrystalline,,
0.606,eV,"[{'name': 'Electric field polarization', 'scalars': [{'value': 'Parallel to B axis'}]}, {'name': 'Transition', 'scalars': [{'value': 'Indirect'}]}, {'name': 'Temperature', 'scalars': [{'value': '4.2'}], 'units': 'K'}]",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Zn1Sb1,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
1.6,eV,"[{'name': 'Transition', 'scalars': [{'value': 'Indirect'}]}, {'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}]",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Cs3Sb1,[{'doi': '10.1063/1.3253115'}],Polycrystalline,,
2.15,eV,"[{'name': 'Transition', 'scalars': [{'value': 'Direct'}]}, {'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}]",{'name': 'Thermal activation'},EXPERIMENTAL,,,,,,,,,,Bi2O3,[{'doi': '10.1063/1.3253115'}],Polycrystalline,,
1.3,eV,,{'name': 'Thermal activation'},EXPERIMENTAL,,,,,,,,,,Zn1As2,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
2,eV,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",{'name': 'Thermal activation'},EXPERIMENTAL,,,,,,,,,,Ce2Se3,[{'doi': '10.1063/1.3253115'}],Polycrystalline,,
1.93,eV,"[{'name': 'Transition', 'scalars': [{'value': 'Direct'}]}, {'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}]",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Bi1I3,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
2.9,eV,"{'name': 'Temperature', 'scalars': [{'value': '933'}], 'units': 'K'}",{'name': 'Thermal activation'},EXPERIMENTAL,,,,,,,,,,Gd2O3,[{'doi': '10.1063/1.3253115'}],Polycrystalline,,
0.2,eV,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",{'name': 'Thermal activation'},EXPERIMENTAL,,,,,,,,,,Zr3O1,[{'doi': '10.1063/1.3253115'}],Polycrystalline,,
2.485,eV,"[{'name': 'Transition', 'scalars': [{'value': 'Direct'}]}, {'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}]",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Ge1Se2,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
1.435,eV,"[{'name': 'Transition', 'scalars': [{'value': 'Direct'}]}, {'name': 'Temperature', 'scalars': [{'value': '294'}], 'units': 'K'}]",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Ga1As1,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
1.08,eV,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Cu2Te1,[{'doi': '10.1063/1.3253115'}],Polycrystalline,,
1.16,eV,"[{'name': 'Transition', 'scalars': [{'value': 'Indirect'}]}, {'name': 'Temperature', 'scalars': [{'value': '77'}], 'units': 'K'}]",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Si,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
0.05,eV,"{'name': 'Temperature', 'scalars': [{'value': '180'}], 'units': 'K'}",{'name': 'Thermal activation'},EXPERIMENTAL,,,,,,,,,,Ti2O3,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
3.3,eV,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",{'name': 'Reflection'},EXPERIMENTAL,,,,,,,,,,Ca1B6,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
3.54,eV,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Ge1S2,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
1.2,eV,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,In2Se3,[{'doi': '10.1063/1.3253115'}],Polycrystalline,,
7.3,eV,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",{'name': 'Thermal activation'},EXPERIMENTAL,,,,,,,,,,Al2O3,[{'doi': '10.1063/1.3253115'}],Polycrystalline,,
1.5,eV,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",{'name': 'Estimated'},EXPERIMENTAL,,,,,,,,,,Ge1I2,[{'doi': '10.1063/1.3253115'}],,,
0.5,eV,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",{'name': 'Thermal activation'},EXPERIMENTAL,,,,,,,,,,Tb1O2,[{'doi': '10.1063/1.3253115'}],Polycrystalline,,
0.75,eV,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",{'name': 'Thermal activation'},EXPERIMENTAL,,,,,,,,,,Pd1S2,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
1.13,eV,"[{'name': 'Transition', 'scalars': [{'value': 'Indirect'}]}, {'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}]",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Hf1Se2,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
11.2,eV,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",{'name': 'Reflection'},EXPERIMENTAL,,,,,,,,,,Be1O1,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
2.36,eV,"[{'name': 'Electric field polarization', 'scalars': [{'value': 'Perpendicular to C axis'}]}, {'name': 'Transition', 'scalars': [{'value': 'Direct'}]}, {'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}]",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,V2O5,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
2.85,eV,,{'name': 'Photoconduction'},EXPERIMENTAL,,,,,,,,,,Se,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
0.5,eV,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",{'name': 'Thermal activation'},EXPERIMENTAL,,,,,,,,,,Fe1Se2,[{'doi': '10.1063/1.3253115'}],Polycrystalline,,
0.11,eV,"[{'name': 'Transition', 'scalars': [{'value': 'Indirect'}]}, {'name': 'Temperature', 'scalars': [{'value': '10'}], 'units': 'K'}]",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Pt1Sb2,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
0.176,eV,"{'name': 'Temperature', 'scalars': [{'value': '500'}], 'units': 'K'}",{'name': 'Thermal activation'},EXPERIMENTAL,,,,,,,,,,YbS,[{'doi': '10.1063/1.3253115'}],Polycrystalline,,
9.06,eV,"[{'name': 'Transition', 'scalars': [{'value': 'Excitonic'}]}, {'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}]",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Ba1F2,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
0.725,eV,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Ga1Sb1,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
2.3,eV,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",{'name': 'Thermal activation'},EXPERIMENTAL,,,,,,,,,,Sm2Se3,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
5.6,eV,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Y2O3,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
0.59,eV,"[{'name': 'Transition', 'scalars': [{'value': 'Direct'}]}, {'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}]",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Sm1Sb1,[{'doi': '10.1063/1.3253115'}],Polycrystalline,,
2.9,eV,"[{'name': 'Electric field polarization', 'scalars': [{'value': 'Parallel to C axis'}]}, {'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}]",,EXPERIMENTAL,,,,,,,,,,W1O3,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
1.35,eV,"{'name': 'Temperature', 'scalars': [{'value': '295'}], 'units': 'K'}",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,W1Se2,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
3.7,eV,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,C1Br4,[{'doi': '10.1063/1.3253115'}],Polycrystalline,,
1.51,eV,"[{'name': 'Transition', 'scalars': [{'value': 'Direct'}]}, {'name': 'Temperature', 'scalars': [{'value': '77'}], 'units': 'K'}]",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Ga1As1,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
0.8,eV,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",{'name': 'Thermal activation'},EXPERIMENTAL,,,,,,,,,,Pt1P2,[{'doi': '10.1063/1.3253115'}],Polycrystalline,,
5.9,eV,,,EXPERIMENTAL,,,,,,,,,,B1P1,[{'doi': '10.1063/1.3253115'}],,,
4.45,eV,"{'name': 'Temperature', 'scalars': [{'value': '70'}], 'units': 'K'}",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Sr1Se1,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
2.425,eV,"[{'name': 'Electric field polarization', 'scalars': [{'value': 'Parallel to C axis'}]}, {'name': 'Transition', 'scalars': [{'value': 'Direct'}]}, {'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}]",{'name': 'Photoconduction'},EXPERIMENTAL,,,,,,,,,,Cd1S1,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
1.815,eV,"[{'name': 'Electric field polarization', 'scalars': [{'value': 'Perpendicular to C axis'}]}, {'name': 'Transition', 'scalars': [{'value': 'Excitonic'}]}, {'name': 'Temperature', 'scalars': [{'value': '77'}], 'units': 'K'}]",{'name': 'Photoconduction'},EXPERIMENTAL,,,,,,,,,,Cd1Se1,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
2.591,eV,"[{'name': 'Transition', 'scalars': [{'value': 'Indirect'}]}, {'name': 'Temperature', 'scalars': [{'value': '77'}], 'units': 'K'}]",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Ga1S1,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
0.1,eV,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",{'name': 'Estimated'},EXPERIMENTAL,,,,,,,,,,Mg3Bi2,[{'doi': '10.1063/1.3253115'}],,,
0.16,eV,,{'name': 'Thermal activation'},EXPERIMENTAL,,,,,,,,,,Bi2Te3,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
1.52,eV,,{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Ga1Te1,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
2.85,eV,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Bi2O3,[{'doi': '10.1063/1.3253115'}],Polycrystalline,,
1.36,eV,"{'name': 'Temperature', 'scalars': [{'value': '873'}], 'units': 'K'}",{'name': 'Thermal activation'},EXPERIMENTAL,,,,,,,,,,Gd2O3,[{'doi': '10.1063/1.3253115'}],,,
2.573,eV,"{'name': 'Temperature', 'scalars': [{'value': '77'}], 'units': 'K'}",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Cd1S1,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
1.65,eV,"{'name': 'Temperature', 'scalars': [{'value': '573'}], 'units': 'K'}",{'name': 'Thermal activation'},EXPERIMENTAL,,,,,,,,,,Nb2O5,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
0.54,eV,"[{'name': 'Transition', 'scalars': [{'value': 'Indirect'}]}, {'name': 'Temperature', 'scalars': [{'value': '195'}], 'units': 'K'}]",,EXPERIMENTAL,,,,,,,,,,Mg2Ge1,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
0.19,eV,"[{'name': 'Transition', 'scalars': [{'value': 'Direct'}]}, {'name': 'Temperature', 'scalars': [{'value': '4.2'}], 'units': 'K'}]",{'name': 'Magnetoabsorption'},EXPERIMENTAL,,,,,,,,,,Pb1Te1,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
0.18,eV,"[{'name': 'Transition', 'scalars': [{'value': 'Direct'}]}, {'name': 'Temperature', 'scalars': [{'value': '296'}], 'units': 'K'}]",{'name': 'Reflection'},EXPERIMENTAL,,,,,,,,,,Mg2Sn1,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
2.78,eV,"[{'name': 'Transition', 'scalars': [{'value': 'Direct'}]}, {'name': 'Temperature', 'scalars': [{'value': '290'}], 'units': 'K'}]",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Ga1P1,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
3.2,eV,,{'name': 'Thermal activation'},EXPERIMENTAL,,,,,,,,,,Th1O2,[{'doi': '10.1063/1.3253115'}],Polycrystalline,,
6,eV,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Ge1O2,[{'doi': '10.1063/1.3253115'}],Amorphous,,
5.47,eV,"[{'name': 'Transition', 'scalars': [{'value': 'Indirect'}]}, {'name': 'Temperature', 'scalars': [{'value': '295'}], 'units': 'K'}]",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,C,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
2.9,eV,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Ti1O2,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
2.35,eV,"{'name': 'Temperature', 'scalars': [{'value': '295'}], 'units': 'K'}",{'name': 'Reflection'},EXPERIMENTAL,,,,,,,,,,Cd1O1,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
1.45,eV,"{'name': 'Temperature', 'scalars': [{'value': '933'}], 'units': 'K'}",{'name': 'Thermal activation'},EXPERIMENTAL,,,,,,,,,,Ga2Te3,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
2,eV,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",,EXPERIMENTAL,,,,,,,,,,Pb1O2,[{'doi': '10.1063/1.3253115'}],,,
0.4,eV,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",{'name': 'Estimated'},EXPERIMENTAL,,,,,,,,,,Al1Bi1,[{'doi': '10.1063/1.3253115'}],,,
6,eV,"[{'name': 'Transition', 'scalars': [{'value': 'G25 to G15'}]}, {'name': 'Transition', 'scalars': [{'value': 'Direct'}]}]",,EXPERIMENTAL,,,,,,,,,,C,[{'doi': '10.1063/1.3253115'}],,,
1.8,eV,"[{'name': 'Electric field polarization', 'scalars': [{'value': 'Parallel to C axis'}]}, {'name': 'Transition', 'scalars': [{'value': 'Indirect'}]}, {'name': 'Temperature', 'scalars': [{'value': '77'}], 'units': 'K'}]",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Se,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
2.07,eV,"[{'name': 'Transition', 'scalars': [{'value': 'Indirect'}]}, {'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}]",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Sn1S2,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
2,eV,"[{'name': 'Transition', 'scalars': [{'value': 'Indirect'}]}, {'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}]",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,B1P1,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
0.47,eV,"{'name': 'Temperature', 'scalars': [{'value': '250'}], 'units': 'K'}",{'name': 'Thermal activation'},EXPERIMENTAL,,,,,,,,,,Co1O1,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
1.959,eV,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Eu1Te1,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
3.9,eV,"{'name': 'Temperature', 'scalars': [{'value': '77'}], 'units': 'K'}",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Ba1S1,[{'doi': '10.1063/1.3253115'}],Polycrystalline,,
